Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,64577,0,6,176.65528482006044,0.46629200005554594,4490.392042000167,92.89773448751103,359.4536624872397,0.0,6,10,17,23,970,1400,2100,2600,4100,4400,4500
,Aggregated,64577,0,6,176.65528482006044,0.46629200005554594,4490.392042000167,92.89773448751103,359.4536624872397,0.0,6,10,17,23,970,1400,2100,2600,4100,4400,4500
