Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,16381,0,920,1167.1943659935891,0.5509160000656266,8501.487958000325,93.03406385446554,54.67476515565713,0.0,920,1700,1900,2100,2800,3800,5300,7200,8500,8500,8500
,Aggregated,16381,0,920,1167.1943659935891,0.5509160000656266,8501.487958000325,93.03406385446554,54.67476515565713,0.0,920,1700,1900,2100,2800,3800,5300,7200,8500,8500,8500
