Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,/predict,8624,0,1200,1330.3972958783622,538.6550829998669,2638.0141250001543,93.62024582560296,47.92201116297103,0.0,1300,1400,1500,1600,1800,1900,2000,2200,2600,2600,2600
,Aggregated,8624,0,1200,1330.3972958783622,538.6550829998669,2638.0141250001543,93.62024582560296,47.92201116297103,0.0,1300,1400,1500,1600,1800,1900,2000,2200,2600,2600,2600
